school A place of education for children between 2 and 19 years old. The term includes nursery schools, primary schools and secondary schools as defined in the Education Act 1996.	<http://buildvoc.co.uk/resource/c_f4139893>
measurement <ul><li>Width of a doorway, cubic capacity, area, height of a building and number of storeys are measured as shown in Appendix D, Diagrams D1 to D6.\n<li>Occupant number, travel distance, escape route and stairs are measured as described in Appendix D, paragraphs D1 to D4.</ul>	<http://buildvoc.co.uk/resource/c_1f1f7725>
pipe Includes pipe fittings and accessories. The definition of ‘pipe’ excludes a flue pipe and a pipe used for ventilating purposes, other than a ventilating pipe for an above-ground drainage system.	<http://buildvoc.co.uk/resource/c_35d3a535>
single storey building A building that consists of a ground storey only. Basements are not counted as storeys in a building (see Appendix D). A separated part that consists of a ground storey only, with a roof to which access is only provided for repair or maintenance, may be treated as a single storey building.	<http://buildvoc.co.uk/resource/c_d32d8045>
self-closing device A device that closes a door, when open at any angle, against a door frame.	<http://buildvoc.co.uk/resource/c_7d862abe>
site  \n(of a building) The land occupied by the building, up to the boundaries with land in other ownership.	<http://buildvoc.co.uk/resource/c_132d79ca>
storey exit A final exit, or a doorway that gives direct access into a protected stairway, firefighting lobby or external escape route.	<http://buildvoc.co.uk/resource/c_727adfdb>
purpose group A classification of a building according to the purpose to which it is intended to be put. (See Table 0.1.)	<http://buildvoc.co.uk/resource/c_7400b440>
regulation 7 - materials and workmanship (1) Building work shall be carried out\n(a) with adequate and proper materials which\n(i) are appropriate for the circumstances in which\nthey are used,\n(ii) are adequately mixed or prepared, and\n(iii) are applied, used or fixed so as adequately\nto perform the functions for which they are\ndesigned; and\n(b) in a workmanlike manner.\n(2) Subject to paragraph (3), building work shall be\ncarried out so that materials which become part\nof an external wall, or specified attachment, of a\nrelevant building are of European Classification\nA2-s1, d0 or A1, classified in accordance with BS EN\n13501-1:2007+A1:2009 entitled Fire classification\nof construction products and building elements.\nClassification using test data from reaction to fire\ntests (ISBN 978 0 580 59861 6) published by the\nBritish Standards Institution on 30th March 2007 and\namended in November 2009.	<http://buildvoc.co.uk/resource/c_06f29df7>
habitable room is a room used for dwelling purposes but which is not solely a kitchen, utility room, bathroom, cellar or sanitary accommodation.	<http://buildvoc.co.uk/resource/c_f851b292>
extract ventilation is the removal of air directly from a space or spaces to outside. Extract ventilation may be by natural means (e.g. by passive stack ventilation) or by mechanical means (e.g. by an extract fan or central system).	<http://buildvoc.co.uk/resource/c_76c8b363>
firefighting lift A lift with additional protection and with controls that enable it to be used by the fire and rescue service when fighting a fire. (See Section 15.)	<http://buildvoc.co.uk/resource/c_9b7f9eb7>
notional boundary A boundary presumed to exist between two buildings on the same site.	<http://buildvoc.co.uk/resource/c_858351ef>
regulatory reform (fire safety) order 2005 This Order reforms the law relating to fire safety in non-domestic premises. It replaces fire certification under the Fire Precautions Act 1971 with a general duty to ensure, so far as is reasonably practicable, the safety of employees, a general duty, in relation to non-employees to take such fire precautions as may reasonably be required in the circumstances to ensure that premises are safe and a duty to carry out a risk assessment.	<http://buildvoc.co.uk/resource/c_0e0d001c>
traffic route means a route for pedestrian traffic or for vehicles and includes any doorway,gateway, loading bay or ramp	<http://buildvoc.co.uk/resource/c_851c02b0>
vehicle  includes any mobile work equipment work equipment means any machinery, appliance, apparatus, tool or installation for use at work (whether exclusively or not)	<http://buildvoc.co.uk/resource/c_e756ef49>
working day  means any day on which construction work takes place workplace means a workplace within the meaning of regulation 2(1) of the Workplace (Health, Safety and Welfare) Regulations 1992(a) other than a construction site. (2) Any reference in these Regulations to a plan, rule, document, report or copy includes a copy or electronic version which is(a)	<http://buildvoc.co.uk/resource/c_139d3767>
part b - fire safety Guidance on ways to comply with the fire safety requirements in Part B of Schedule 1 to the Building Regulations 2010	<http://buildvoc.co.uk/resource/c_d4480e31>
sheltered housing Includes two or more dwellings in the same building or on adjacent sites, designed and constructed as residential accommodation for vulnerable or elderly people who receive, or will receive, a support service.	<http://buildvoc.co.uk/resource/c_40560ccd>
protected entrance hall/landing A circulation area, consisting of a hall or space in a flat, that is enclosed with fire resisting construction other than an external wall of a building.	<http://buildvoc.co.uk/resource/c_13543964>
thermoplastic material Any synthetic polymeric material that has a softening point below 200°C if tested to BS EN ISO 306 Method A120. Specimens for this test may be fabricated from the original polymer where the thickness of material of the end product is less than 2.5mm.	<http://buildvoc.co.uk/resource/c_b975b2d2>
building Any permanent or temporary building but not any other kind of structure or erection. A reference to a building includes a reference to part of a building.	<http://buildvoc.co.uk/resource/c_c02d4d7d>
dwelling Includes a dwellinghouse and a flat.	<http://buildvoc.co.uk/resource/c_da6168d8>
automatic release mechanism A device that normally holds a door open, but closes it automatically if any one of the following occurs.<ul><ul>Smoke is detected by an automatic device of a suitable nature and quality in a suitable location.<li>A hand-operated switch, fitted in a suitable position, is operated.<li>The electricity supply to the device, apparatus or switch fails.<li>The fire alarm system, if any, is operated.</ul>	<http://buildvoc.co.uk/resource/c_6284471b>
atrium (plural atria) A continuous space that passes through one or more structural floors within a building, not necessarily vertically.	<http://buildvoc.co.uk/resource/c_8258611b>
cavity barrier A construction within a cavity, other than a smoke curtain, to perform either of the following functions.<ul><li>Close a cavity to stop smoke or flame entering.<li>Restrict the movement of smoke or flame within a cavity.</ul>	<http://buildvoc.co.uk/resource/c_9e4931f7>
travel distance (unless otherwise specified, e.g. as in the case of flats) The distance that a person would travel from any point within the floor area to the nearest storey exit, determined by the layout of walls, partitions and fittings.	<http://buildvoc.co.uk/resource/c_83464c52>
separated part (of a building) Part of a building that is separated from another part of the same building by a compartment wall. The wall runs the full height of the part and is in one vertical plane. (See Appendix D, Diagram D5.)	<http://buildvoc.co.uk/resource/c_04c52352>
perimeter (of a building) The maximum aggregate plan perimeter, found by vertical projection onto a horizontal plane. (See Section 15.)	<http://buildvoc.co.uk/resource/c_a965ecce>
ceiling Part of a building that encloses a room, protected shaft or circulation space and is exposed overhead. 	<http://buildvoc.co.uk/resource/c_f5536b7d>
common stair An escape stair that serves more than one flat.	<http://buildvoc.co.uk/resource/c_bed063fd>
alternative escape routes Escape routes that are sufficiently separated by direction and space or by fire resisting construction to ensure that one is still available if the other is affected by fire.	<http://buildvoc.co.uk/resource/c_b6083e42>
boundary The boundary of the land that belongs to a building, or, where the land abuts a road, railway, canal or river, the centre line of that road, railway, canal or river.	<http://buildvoc.co.uk/resource/c_10030a9a>
compartment (fire) A building or part of a building, comprising one or more rooms, spaces or storeys, that is constructed to prevent the spread of fire to or from another part of the same building or an adjoining building.	<http://buildvoc.co.uk/resource/c_4a90e0e1>
protected circuit An electrical circuit that is protected against fire.	<http://buildvoc.co.uk/resource/c_d5c15327>
protected shaft A shaft that enables people, air or objects to pass from one compartment to another, and which is enclosed with fire resisting construction.	<http://buildvoc.co.uk/resource/c_46be855e>
building control body (tba) A term that includes both local authority building control and approved inspectors.	<http://buildvoc.co.uk/resource/c_28013078>
circulation space A space (including a protected stairway) mainly used as a means of access between a room and an exit from the building or compartment.	<http://buildvoc.co.uk/resource/c_e7e6b110>
protected stairway A stair that leads to a final exit to a place of safety and that is adequately enclosed with fire resisting construction. Included in the definition is any exit passageway between the foot of the stair and the final exit.	<http://buildvoc.co.uk/resource/c_7c12f560>
basement storey A storey with a floor that, at some point, is more than 1200mm below the highest level of ground beside the outside walls. (However, see Appendix B, paragraph B26c, for situations where the storey is considered to be a basement only because of a sloping site.)	<http://buildvoc.co.uk/resource/c_3e5063e6>
perimeter (of a building) The maximum aggregate plan perimeter, found by vertical projection onto a horizontal plane. (See Section 15 of Approved Document B Volume 2.)	<http://buildvoc.co.uk/resource/c_b2cab8d9>
compartment wall or floor A fire resisting wall or floor to separate one fire compartment from another.	<http://buildvoc.co.uk/resource/c_f70bb786>
place of special fire hazard A room such as any of the following.\n<ul><li>Oil-filled transformer room.\n<li>Switch gear room.\n<li>Boiler room.\n<li>Storage space for fuel or other highly flammable substance(s).\n<li>Room that houses a fixed internal combustion engine.</ul>	<http://buildvoc.co.uk/resource/c_28e7c922>
platform floor (also called an access or raised floor) A floor that is supported by a structural floor, but with an intervening cavity to house services.	<http://buildvoc.co.uk/resource/c_38ba0f99>
gross internal volume is the total internal volume of the heated space, including the volume of all furniture, internal walls, internal floors, etc.	<http://buildvoc.co.uk/resource/c_4fe84b3b>
corridor access A design of a building containing flats, in which each flat is approached via a common horizontal internal access or circulation space, which may include a common entrance hall.	<http://buildvoc.co.uk/resource/c_79a3679f>
storey Includes any of the following.\n<ul><li>Any gallery in an assembly building (purpose group 5).\n<li>Any gallery in any other type of building if its area is more than half that of the space into which it projects.\n<li>A roof, unless it is accessible only for maintenance and repair.</ul>	<http://buildvoc.co.uk/resource/c_5724a233>
ventilation 2010 edition incorporating 2010 and 2013 amendments This document has been approved by the\nSecretary of State to provide practical guidance\non ways of complying with the requirements in\nPart F of Schedule 1 to, and regulations 39, 42\nand 44 (in so far as it relates to fixed systems\nfor mechanical ventilation) of, the Building\nRegulations 2010 (SI 2010/2214) for England\nand Wales, and regulations 20(1) and 20(6) (in so\nfar as it relates to fixed systems for mechanical\nventilation) of the Building (Approved Inspectors\netc) Regulations 2010 (SI 2010/2215) for England\nand Wales. The Building Regulations 2010\nand the Building (Approved Inspectors etc)\nRegulations 2010 are referred to throughout\nthe remainder of this document as ‘the Building\nRegulations’ and ‘the Approved Inspectors\nRegulations’ respectively.	<http://buildvoc.co.uk/resource/c_44c61ce8>
rooflight A dome light, lantern light, skylight, ridge light, glazed barrel vault or other element to admit daylight through a roof.	<http://buildvoc.co.uk/resource/c_cc61a0f4>
firefighting lift A lift with additional protection and with controls that enable it to be used by the fire and rescue service when fighting a fire. (See Section 17.)	<http://buildvoc.co.uk/resource/c_88af4873>
part l - conservation of fuel and power * This approved document gives guidance for compliance with the Building Regulations for\nbuilding work carried out in England. It also applies to building work carried out on excepted\nenergy buildings in Wales as defined in the Welsh Ministers (Transfer of Functions) (No.2) Order\n2009. This approved document also gives guidance applying to buildings of statutory undertakers\nand of the Crown or carried out by Crown authorities in both England and Wales in respect of\nregulations 25, 25A, 25B and 26.	<http://buildvoc.co.uk/resource/c_f68328a2>
room An enclosed space within a building that is not used solely as a circulation space. The term includes not only conventional rooms, but also cupboards that are not fittings and large spaces such as warehouses and auditoria. The term does not include cavities such as ducts, ceiling cavities and roof spaces.	<http://buildvoc.co.uk/resource/c_cb3d4c10>
relevant boundary The boundary or notional boundary that one side of the building faces and/or coincides with, and that is parallel or at an angle of a maximum of 80 degrees to that side of the building.	<http://buildvoc.co.uk/resource/c_ee10273a>
unprotected area (in relation to a side or external wall of a building) All of the following are classed as unprotected areas.\n<ul><li>Any part of the external wall that has less than the relevant fire resistance set out in Section 13.\n<li>\tAny part of the external wall constructed of material more than 1mm thick if that material does not have a class B-s3, d2 rating or better, which is attached or applied, whether for cladding or any other purpose. \n<li>\tWindows, doors or other openings. This does not include windows that are designed and glazed to give the necessary level of fire resistance and that are not openable.</ul>	<http://buildvoc.co.uk/resource/c_56fef4b5>
appliance ventilation duct A duct to deliver combustion air to a gas appliance.	<http://buildvoc.co.uk/resource/c_61f82d61>
alternative exit One of two or more exits, each of which is separate from the other.	<http://buildvoc.co.uk/resource/c_5ef03467>
suspended ceiling (fire-protecting) A ceiling suspended below a floor that adds to the fire resistance of the floor.	<http://buildvoc.co.uk/resource/c_a4eaf123>
protected corridor/lobby A corridor or lobby that is adequately protected from fire in adjoining areas by fire resisting construction.	<http://buildvoc.co.uk/resource/c_7b85eda3>
common balcony A walkway, open to the air on one or more sides, that forms part of the escape route from more than one flat.	<http://buildvoc.co.uk/resource/c_33c0e1b5>
free area is the geometric open area of a ventilator.	<http://buildvoc.co.uk/resource/c_c07e16c5>
travel distance (unless otherwise specified, e.g. as in the case of flats) The distance that a person would travel from any point within the floor area to the nearest storey exit, determined by the layout of walls, partitions and fittings.	<http://buildvoc.co.uk/resource/c_b0f3b4fb>
dead end An area from which escape is possible in one direction only.	<http://buildvoc.co.uk/resource/c_cd2ba206>
external wall The external wall of a building includes all of the following. \n<ul><li>Anything located within any space forming part of the wall.\n<li>Any decoration or other finish applied to any external (but not internal) surface forming part of the wall.\n<li>Any windows and doors in the wall.\n<li>Any part of a roof pitched at an angle of more than 70 degrees to the horizontal if that part of the roof adjoins a space within the building to which persons have access, but not access only for the purpose of carrying out repairs or maintenance.</ul>	<http://buildvoc.co.uk/resource/c_b4ccd5f2>
direct distance The shortest distance from any point within the floor area to the nearest storey exit, measured within the external enclosures of the building, and ignoring walls, partitions and fittings other than the enclosing walls and partitions to protected stairways.	<http://buildvoc.co.uk/resource/c_f636fce4>
dwellinghouse Does not include a flat or a building containing a flat.	<http://buildvoc.co.uk/resource/c_b304ed8a>
element of structure Any of the following.\n<ul><li>A member that forms part of the structural frame of a building, or any other beam or column.\n<li>A loadbearing wall or loadbearing part of a wall.\n<li>A floor.\n<li>A gallery (but not a loading gallery, fly gallery, stage grid, lighting bridge, or any gallery provided for similar purposes or for maintenance and repair).\n<li>An external wall.\n<li>A compartment wall (including a wall that is common to two or more buildings).</ul>\n	<http://buildvoc.co.uk/resource/c_7e4da283>
emergency lighting Lighting for use when the power supply to the normal lighting fails.	<http://buildvoc.co.uk/resource/c_49a5a923>
escape lighting The part of the emergency lighting that is provided to ensure that the escape route is illuminated at all material times.	<http://buildvoc.co.uk/resource/c_b67f0d40>
escape route The route along which people can escape from any point in a building to a final exit.	<http://buildvoc.co.uk/resource/c_b98dbf2a>
evacuation lift A lift that may be used to evacuate people in a fire.	<http://buildvoc.co.uk/resource/c_c916e597>
exit passageway A protected passageway that connects a protected stairway to a final exit.	<http://buildvoc.co.uk/resource/c_f12e46ec>
final exit The end of an escape route from a building that gives direct access to a street, passageway, walkway or open space, and is sited to ensure that people rapidly disperse away from the building so that they are no longer in danger from fire and/or smoke.	<http://buildvoc.co.uk/resource/c_47c790ae>
fire doorset A door or shutter which, together with its frame and furniture as installed in a building, is intended (when closed) to resist the spread of fire and/or gaseous products of combustion and meets specified performance criteria to those ends.	<http://buildvoc.co.uk/resource/c_cb86c2ff>
fire alarm system Combination of components for giving an audible and/or other perceptible warning of fire.	<http://buildvoc.co.uk/resource/c_7804ad6c>
fire and smoke damper A fire damper which, in addition to the performance of the fire damper, resists the spread of smoke.	<http://buildvoc.co.uk/resource/c_c8b52d92>
fire damper A mechanical or intumescent device within a duct or ventilation opening that operates automatically and is designed to resist the spread of fire.	<http://buildvoc.co.uk/resource/c_1a7ea9e5>
firefighting lobby A protected lobby that provides access from a firefighting stair to the accommodation area and to any associated firefighting lift.	<http://buildvoc.co.uk/resource/c_9e8d26ab>
firefighting shaft A protected enclosure that contains a firefighting stair, firefighting lobbies and, if provided, a firefighting lift together with its machine room.	<http://buildvoc.co.uk/resource/c_14b52896>
firefighting stair A protected stairway that connects to the accommodation area through only a firefighting lobby.	<http://buildvoc.co.uk/resource/c_9a0f5e20>
fire resisting (Fire resistance) The ability of a component or a building to satisfy, for a stated period of time, some or all of the appropriate criteria given in the relevant standard.	<http://buildvoc.co.uk/resource/c_3cae7829>
fire-separating element A compartment wall, compartment floor, cavity barrier and construction that encloses a protected escape route and/or a place of special fire hazard.	<http://buildvoc.co.uk/resource/c_7a2d826e>
fire-stop (Fire-stopping) A seal provided to close an imperfection of fit or design tolerance between elements or components, to restrict the spread of fire and smoke.	<http://buildvoc.co.uk/resource/c_706598d3>
flat A flat is a separate and self-contained premises constructed or adapted for use for residential purposes and forming part of a building from some other part of which it is divided horizontally.	<http://buildvoc.co.uk/resource/c_362390fa>
gallery A floor or balcony that does not extend across the full extent of a building’s footprint and is open to the floor below.	<http://buildvoc.co.uk/resource/c_b980c88c>
habitable room A room used, or intended to be used, for people to live in (including, for the purposes of Approved Document B Volumes 1 and 2, a kitchen, but not a bathroom).	<http://buildvoc.co.uk/resource/c_dd03e186>
height (of a building or storey for the purposes of Approved Document B Volumes 1 and 2) \n<ul><li>Height of a building is measured as shown in Appendix D, Diagram D4. \n<li>Height of the floor of the top storey above ground level is measured as shown in Appendix D, Diagram D6.</ul>	<http://buildvoc.co.uk/resource/c_d8e990c2>
definitions (ada) The following meanings apply to terms\nthroughout this section:	<http://buildvoc.co.uk/resource/c_a86611c3>
buttressing wall A wall designed and\nconstructed to afford lateral support to another\nwall perpendicular to it, support being provided\nfrom the base to the top of the wall.	<http://buildvoc.co.uk/resource/c_e943b612>
structure 2004 edition incorporating 2004,2010 and 2013 amendments This document is one of a series that has been\napproved by the First Secretary of State for the\npurpose of providing practical guidance with\nrespect to the requirements of Schedule 1 to and\nRegulation 7 of the Building Regulations 2010\n(SI 2010/2214) for England and Wales.	<http://buildvoc.co.uk/resource/c_12c47f28>
site preparation and resistance to contaminants and moisture 2004 edition incorporating 2010 and 2013 amendments This document is one of a series that has been\napproved by the First Secretary of State for the\npurpose of providing practical guidance with\nrespect to the requirements of Schedule 1 to and\nRegulation 7 of the Building Regulations 2010 (SI\n2010/2214) for England and Wales.	<http://buildvoc.co.uk/resource/c_4e975ede>
imposed load The load assumed to be produced\nby the intended occupancy or use, including\nthe weight of movable partitions, distributed,\nconcentrated, impact, inertia and snow loads,\nbut excluding wind loads.	<http://buildvoc.co.uk/resource/c_db47eea3>
cavity width The horizontal distance between\nthe two leaves of a cavity wall.	<http://buildvoc.co.uk/resource/c_cda2477f>
compartment wall A wall constructed as a\ncompartment wall to meet the requirements of\nregulation B3(2).	<http://buildvoc.co.uk/resource/c_054f5d4e>
dead load The load due to the weight of\nall walls, permanent partitions, floors, roofs\nand finishes including services, and all other\npermanent construction.	<http://buildvoc.co.uk/resource/c_25dbe396>
pier A member which forms an integral part\nof a wall, in the form of a thickened section at\nintervals along the wall, so as to afford lateral\nsupport to the wall to which it is bonded or\nsecurely tied.	<http://buildvoc.co.uk/resource/c_d44ed148>
separating wall A wall or part of a wall which is\ncommon to adjoining buildings, and constructed\nto meet the requirements of regulation B3(2).	<http://buildvoc.co.uk/resource/c_5fea650b>
spacing The distance between the longitudinal\ncentres of any two adjacent timber members of\nthe same type, measured in the plane of floor,\nceiling or roof structure.	<http://buildvoc.co.uk/resource/c_48a520f8>
span The distance measured along the centre\nline of a member between the centres of any two\nadjacent bearings or supports.	<http://buildvoc.co.uk/resource/c_d54c6174>
supported wall A wall to which lateral support is\nafforded by a combination of buttressing walls,\npiers or chimneys acting in conjunction with\nfloor(s) or roof.	<http://buildvoc.co.uk/resource/c_778ca063>
wind load The load due to the effect of wind\npressure or suction.	<http://buildvoc.co.uk/resource/c_ce403f47>
definitions (adc) The following meanings apply to terms\nthroughout this Approved Document:	<http://buildvoc.co.uk/resource/c_597ee1e5>
contaminant Any substance13 which is or\nmay become harmful to persons or buildings,\nincluding substances which are corrosive,\nexplosive, flammable, radioactive or toxic.	<http://buildvoc.co.uk/resource/c_2618c4b3>
building and land associated with the building The building and all the land forming the site\nsubject to building operations which includes\nland under the building and the land around it\nwhich may have an effect on the building or its\nusers (see also paragraph 2.11).	<http://buildvoc.co.uk/resource/c_43d8f455>
floor Lower horizontal surface of any space in a\nbuilding including finishes that are laid as part of\nthe permanent construction.	<http://buildvoc.co.uk/resource/c_f5ae3ea1>
groundwater Water in liquid form, either as a\nstatic water table or flowing through the ground.	<http://buildvoc.co.uk/resource/c_3afc08f0>
interstitial condensation Deposition of liquid\nwater from a vapour, occurring within or between\nthe layers of the building envelope.	<http://buildvoc.co.uk/resource/c_586c25b3>
moisture Water in liquid, solid or gaseous form.	<http://buildvoc.co.uk/resource/c_3736f311>
precipitation Moisture in any form falling from the\natmosphere, usually as rain, sleet, snow or hail.	<http://buildvoc.co.uk/resource/c_0c23af6b>
roof Any part of the external envelope of a\nbuilding that is at an angle of less than 70° to\nthe horizontal.	<http://buildvoc.co.uk/resource/c_774ecfdd>
spray Water droplets driven by the wind from the\nsurface of the sea or other bodies of water adjacent\nto buildings. Sea spray can be especially hazardous\nto materials because of its salt content.	<http://buildvoc.co.uk/resource/c_040286d4>
surface condensation Deposition of liquid\nwater from a vapour, occurring on visible\nsurfaces within the building.	<http://buildvoc.co.uk/resource/c_90ae9da8>
vapour control layer Material of construction,\nusually a membrane, that substantially reduces\nthe water vapour transfer through any building in\nwhich it is incorporated.	<http://buildvoc.co.uk/resource/c_12c07b97>
wall Any opaque part of the external envelope\nof a building that is at an angle of 70° or more to\nthe horizontal.	<http://buildvoc.co.uk/resource/c_b7704238>
toxic substances 1992 edition incorporating 2002, 2010 and 2013 amendments The Building Regulations 2010 (SI 2010/2214),\nwhich came into operation on 1 October 2010,\nreplace the Building Regulations 2000 (SI 2000/2531)\nand consolidate all subsequent revisions to those\nregulations. This document is one of a series that\nhas been approved and issued by the Secretary\nof State for the purpose of providing practical\nguidance with respect to the requirements of\nSchedule 1 to and Regulation 7 of the Building\nRegulations 2010 for England and Wales.	<http://buildvoc.co.uk/resource/c_f6ff7c1c>
resistance to the passage of sound 2003 edition incorporating 2004, 2010, 2013 and 2015 amendments * This Approved Document gives guidance for\ncompliance with the Building Regulations for\nbuilding work carried out in England. It also\napplies to building work carried out on excepted\nenergy buildings in Wales as defined in the Welsh\nMinisters (Transfer of Functions)(No 2) Order 2009.	<http://buildvoc.co.uk/resource/c_586b08a2>
annex c: glossary The definitions given below are for the purposes of this document only, and are not intended to\nbe rigorous. Fuller definitions of the various\nacoustical terms are to be found in the relevant British Standards listed in Annex D.	<http://buildvoc.co.uk/resource/c_f4cc0ec3>
infiltration is the uncontrolled exchange of air between inside a building and outside through cracks, porosity and other unintentional openings in a building, caused by pressure difference effects of the wind and/or stack effect.	<http://buildvoc.co.uk/resource/c_4d4c50dd>
a1 loading The building shall be constructed so that the combined dead,\nimposed and wind loads are sustained and transmitted by it to the\nground: (a) safely; and (b) without causing such deflection or deformation of any\npart of the building, or such movement of the ground, as will impair\nthe stability of any part of another building. (2) In assessing whether a building complies with sub-paragraph\n(1) regard shall be had to the imposed and wind loads to which it is\nlikely to be subjected in the ordinary course of its use for the purpose\nfor which it is intended.	<http://buildvoc.co.uk/resource/c_1fa348f3>
a2 ground movement The building shall be constructed so that ground movement\\ncaused by: (a) swelling, shrinkage or freezing of the subsoil; or (b) land-slip or subsidence (other than subsidence arising\\nfrom shrinkage), in so far as the risk can be reasonably foreseen,will not impair the stability of any part of the building.	<http://buildvoc.co.uk/resource/c_34ab31dc>
a3 disproportionate collapse The building shall be constructed so that in the event of an accident\nthe building will not suffer collapse to an extent disproportionate to\nthe cause.	<http://buildvoc.co.uk/resource/c_56aca7cf>
b1 means of waring and escape The building shall be designed and constructed so that\nthere are appropriate provisions for the early warning\nof fire, and appropriate means of escape in case of\nfire from the building to a place of safety outside the\nbuilding capable of being safely and effectively used\nat all material times.	<http://buildvoc.co.uk/resource/c_bd26d581>
b2 internal fire spread linings (1) To inhibit the spread of fire within the building,\nthe internal linings shall\n(a) adequately resist the spread of flame over\ntheir surfaces; and\n(b) have, if ignited, either a rate of heat release\nor a rate of fire growth, which is reasonable in\nthe circumstances.\n(2) In this paragraph internal linings means the\nmaterials or products used in lining any partition,\nwall, ceiling or other internal structure.	<http://buildvoc.co.uk/resource/c_926affad>
b3 internal fire spread structure 1) The building shall be designed and constructed\nso that, in the event of fire, its stability will be\nmaintained for a reasonable period\n(2) A wall common to two or more buildings shall be\ndesigned and constructed so that it adequately\nresists the spread of fire between those buildings.\nFor the purposes of this sub-paragraph a house in\na terrace and a semi-detached house are each to\nbe treated as a separate building.\n(3) Where reasonably necessary to inhibit the spread\nof fire within the building, measures shall be\ntaken, to an extent appropriate to the size and\nintended use of the building, comprising either or\nboth of the following\n(a) sub-division of the building with fire-resisting\nconstruction;\n(b) installation of suitable automatic fire\nsuppression systems.\n(4) The building shall be designed and constructed so that\nthe unseen spread of fire and smoke within concealed\nspaces in its structure and fabric is inhibited.	<http://buildvoc.co.uk/resource/c_d7714b03>
b4 external fire spread (1) The external walls of the building shall adequately\nresist the spread of fire over the walls and from\none building to another, having regard to the\nheight, use and position of the building.\n(2) The roof of the building shall adequately resist\nthe spread of fire over the roof and from one\nbuilding to another, having regard to the use and\nposition of the building.	<http://buildvoc.co.uk/resource/c_95a5e382>
b5 access and facilities for the fire service (1) The building shall be designed and constructed\nso as to provide reasonable facilities to assist fire\nfighters in the protection of life.\n(2) Reasonable provision shall be made within the site of the building to enable fire appliances to gain\naccess to the building.	<http://buildvoc.co.uk/resource/c_419da0ad>
appendix 4 the health and safety file as a file appropriate to the characteristics of\nthe project, containing relevant health and safety information to be taken into\naccount during any subsequent project	<http://buildvoc.co.uk/resource/c_feba40b2>
legislation The act of regulating; a rule or order prescribed for management or government; a regulating principle; a precept. Rule of order prescribed by superior or competent authority relating to action on those under its control.	<http://buildvoc.co.uk/resource/c_f9b32acf>
whole building ventilation  (general ventilation) is nominally continuous ventilation of rooms or spaces at a relatively low rate to dilute and remove pollutants and water vapour not removed by operation of extract ventilation, purge ventilation or infiltration, as well as supplying outdoor air into the building. For an individual dwelling this is referred to as ‘whole dwelling ventilation’.	<http://buildvoc.co.uk/resource/c_63df1a7b>
intermittent operation is where a mechanical ventilator does not run all the time, usually running only when there is a particular need to remove pollutants or water vapour (e.g. during cooking or bathing). Intermittent operation may be under either manual control or automatic control.	<http://buildvoc.co.uk/resource/c_eb6a5187>
purge ventilation is manually controlled ventilation of rooms or spaces at a relatively high rate to rapidly dilute pollutants and/or water vapour. Purge ventilation may be provided by natural means (e.g. an openable window) or by mechanical means (e.g. a fan).	<http://buildvoc.co.uk/resource/c_7cf2b5eb>
bcb or building control body is a local authority or an approved inspector.	<http://buildvoc.co.uk/resource/c_eeea044b>
